"ipc_class","publication_number"
"H05: Electric Techniques Not Otherwise Provided For","US20040056761"
"A23: Foods Or Foodstuffs","US20040058036"
"H04: Electric Communication Technique","US20040031062"
"H04: Electric Communication Technique","US20030033157"
"A23: Foods Or Foodstuffs","US6582722"
"G07: Checking","US20040225617"
"G06: Computing","US20060074631"
"H05: Electric Techniques Not Otherwise Provided For","US20070199931"
"B29: Working Of Plastics","US7112345"
"B29: Working Of Plastics","US20070014889"
"G06: Computing","US20080154488"
"G01: Measuring","US20090210102"
"A23: Foods Or Foodstuffs","US20090202674"
"H04: Electric Communication Technique","US20100083306"
"B65: Conveying","US20100098815"
"G09: Educating","US20100156933"
"H04: Electric Communication Technique","US20100223136"
"H04: Electric Communication Technique","US20130021459"
"B65: Conveying","US08919635"
"H04: Electric Communication Technique","WO2001061540"
"H04: Electric Communication Technique","WO2003088597"
"G06: Computing","WO2009133557"
"C08: Organic Macromolecular Compounds","WO2010096740"
"G06: Computing","WO2008084917"
"A47: Furniture","WO2013013054"
"G09: Educating","EP2672228"
"G06: Computing","EP2672229"
"G09: Educating","EP2672227"
"G06: Computing","EP2672231"
"A23: Foods Or Foodstuffs","CA2695562"
"A23: Foods Or Foodstuffs","EP2190864"
"G07: Checking","US6334108"
"G07: Checking","US6377935"
"G07: Checking","US6684195"
"B65: Conveying","US5695052"
"B65: Conveying","US5510601"
"B65: Conveying","US5539187"
"B65: Conveying","US5405663"
"A61: Medical Or Veterinary Science","US5284871"
"H05: Electric Techniques Not Otherwise Provided For","US5284666"
"A23: Foods Or Foodstuffs","US4206241"
"H05: Electric Techniques Not Otherwise Provided For","US4181744"
"B65: Conveying","US5630960"
"A23: Foods Or Foodstuffs","US5595777"
"G07: Checking","US5752623"
"F25: Refrigeration Or Cooling","US5230448"
"A61: Medical Or Veterinary Science","US4487801"
"B65: Conveying","US4866235"
"B01: Physical Or Chemical Processes Or Apparatus In General","US4500210"
"H05: Electric Techniques Not Otherwise Provided For","US4698472"
"A24: Tobacco","US4700727"
"B26: Hand Cutting Tools","US4648300"
"B6B: Conveying","US4977729"
"G07: Checking","US4901482"
"H01: Basic Electric Elements","US4911389"
"D21: Paper","US5026487"
"A23: Foods Or Foodstuffs","US4565704"
"C23: Coating Metallic Material","US4803094"
"C12: Biochemistry","US5372941"
"A47: Furniture","US5309824"
"B05: Spraying Or Atomising In General","US5381932"
"A47: Furniture","US5272962"
"E06: Doors, Windows, Shutters, Or Roller Blinds, In General","US5205224"
"B65: Conveying","US5256427"
"A61: Medical Or Veterinary Science","US5270337"
"B65: Conveying","US5210387"
"A23: Foods Or Foodstuffs","US5171605"
"H05: Electric Techniques Not Otherwise Provided For","US4996405"
"G11: Information Storage","US5740134"
"G06: Computing","US6047110"
"B66: Hoisting","US20010027725"
"B66: Hoisting","US6238165"
"A61: Medical Or Veterinary Science","US6221357"
"A61: Medical Or Veterinary Science","US6270753"
"A47: Furniture","US5967023"
"G01: Measuring","US5708223"
"A47: Furniture","US5385745"
"B65: Conveying","US5401940"
"F25: Refrigeration Or Cooling","US5299426"
"H04: Electric Communication Technique","US6091805"
"B65: Conveying","US6093431"
"A47: Furniture","US6013900"
"E05: Locks","US6116062"
"H05: Electric Techniques Not Otherwise Provided For","US6137099"
"B65: Conveying","US6129232"
"H05: Electric Techniques Not Otherwise Provided For","US5811768"
"B65: Conveying","US6508077"
"F27: Furnaces","US20030196346"
"F25: Refrigeration Or Cooling","US20030197454"
"G07: Checking","US20030101097"
"A23: Foods Or Foodstuffs","US6123969"
"C12: Biochemistry","US20030228680"
"A61: Medical Or Veterinary Science","US20010046510"
"H01: Basic Electric Elements","US20020070210"
"F25: Refrigeration Or Cooling","US6295830"
"A61: Medical Or Veterinary Science","US6309715"
"A45: Hand Or Travelling Articles","US20020066460"
"B29: Working Of Plastics","US20020157779"
"B29: Working Of Plastics","US20020015808"
"G09: Educating","US20040249715"
"C12: Biochemistry","US6787348"
"A23: Foods Or Foodstuffs","US20030031779"
"H05: Electric Techniques Not Otherwise Provided For","US20030042254"
"G11: Information Storage","USRE038353"
"G07: Checking","US6609687"
"B65: Conveying","US6651874"
"A23: Foods Or Foodstuffs","US6652899"
"G11: Information Storage","US6347706"
"B29: Working Of Plastics","US20030183637"
"A23: Foods Or Foodstuffs","US20030165607"
"F16: Engineering Elements Or Units","US20040255388"
"F02: Combustion Engines","US20040250538"
"G08: Signalling","US20030231755"
"A23: Foods Or Foodstuffs","US6575725"
"G07: Checking","US20040204082"
"F24: Heating","US20050034718"
"B60: Vehicles In General","US20040238537"
"H04: Electric Communication Technique","US20050177861"
"A23: Foods Or Foodstuffs","US20050132899"
"H05: Electric Techniques Not Otherwise Provided For","US6900416"
"H04: Electric Communication Technique","US20060039401"
"C12: Biochemistry","US20050142261"
"B65: Conveying","US20050145684"
"C11: Animal Or Vegetable Oils, Fats, Fatty Substances Or Waxes","US20060223730"
"E05: Locks","US20050150083"
"A23: Foods Or Foodstuffs","US20050196515"
"B65: Conveying","US20070261981"
"A23: Foods Or Foodstuffs","US20070148299"
"H04: Electric Communication Technique","US20060178130"
"F24: Heating","US20070246033"
"H04: Electric Communication Technique","US20070067272"
"B32: Layered Products","US20070286928"
"H04: Electric Communication Technique","US20080019501"
"H05: Electric Techniques Not Otherwise Provided For","US20080149627"
"H05: Electric Techniques Not Otherwise Provided For","US20080149626"
"C07: Organic Chemistry","US20080124427"
"B65: Conveying","US20080305209"
"H05: Electric Techniques Not Otherwise Provided For","US20080083722"
"C07: Organic Chemistry","US20110223186"
"A23: Foods Or Foodstuffs","US20080008785"
"H05: Electric Techniques Not Otherwise Provided For","US20080000897"
"C07: Organic Chemistry","US20090053324"
"H04: Electric Communication Technique","US20100113074"
"H04: Electric Communication Technique","US20090094645"
"B26: Hand Cutting Tools","US20080276782"
"A23: Foods Or Foodstuffs","US20090196957"
"C12: Biochemistry","US20110008492"
"G10: Musical Instruments","US20110066423"
"H04: Electric Communication Technique","US20100088187"
"A23: Foods Or Foodstuffs","US20100126358"
"A23: Foods Or Foodstuffs","US20100034946"
"A23: Foods Or Foodstuffs","US20120003358"
"C07: Organic Chemistry","US20120015089"
"B62: Land Vehicles For Travelling Otherwise Than On Rails","US20120040066"
"A47: Furniture","US20110088566"
"C08: Organic Macromolecular Compounds","US20120149823"
"B67: Opening Or Closing Bottles, Jars Or Similar Containers","US08155706"
"H04: Electric Communication Technique","US08776111"
"A47: Furniture","US20140199446"
"H04: Electric Communication Technique","US20140215360"
"G06: Computing","US20040204247"
"G06: Computing","US20060195226"
"B06: Generating Or Transmitting Mechanical Vibrations In General","US5540876"
"G07: Checking","US5642485"
"G07: Checking","US5644723"
"B01: Physical Or Chemical Processes Or Apparatus In General","US4437934"
"C01: Inorganic Chemistry","US5667836"
"B01: Physical Or Chemical Processes Or Apparatus In General","US4557799"
"C07: Organic Chemistry","US4797300"
"B65: Conveying","US4745249"
"A23: Foods Or Foodstuffs","US4608267"
"H05: Electric Techniques Not Otherwise Provided For","US4615014"
"A23: Foods Or Foodstuffs","US5310569"
"A47: Furniture","US5438916"
"A47: Furniture","US5520096"
"C12: Biochemistry","US5166323"
"B65: Conveying","US6204492"
"A47: Furniture","US5938959"
"A47: Furniture","US5416950"
"F25: Refrigeration Or Cooling","US5303997"
"G09: Educating","US6063459"
"A23: Foods Or Foodstuffs","US6077556"
"A23: Foods Or Foodstuffs","US5932268"
"B65: Conveying","US5857778"
"H04: Electric Communication Technique","US6157954"
"A23: Foods Or Foodstuffs","US5997914"
"B01: Physical Or Chemical Processes Or Apparatus In General","US20030010217"
"G06: Computing","US20030212996"
"H04: Electric Communication Technique","US20020059606"
"A23: Foods Or Foodstuffs","US6481433"
"A23: Foods Or Foodstuffs","US6274185"
"H04: Electric Communication Technique","US20020160817"
"B65: Conveying","US6419077"
"B05: Spraying Or Atomising In General","US20040069185"
"A23: Foods Or Foodstuffs","US20030059516"
"H05: Electric Techniques Not Otherwise Provided For","US20030042248"
"H04: Electric Communication Technique","US20020123331"
"B32: Layered Products","US6656857"
"F24: Heating","US20040154611"
"C12: Biochemistry","US20040037928"
"A23: Foods Or Foodstuffs","US20030203076"
"F23: Combustion Apparatus","US6655373"
"A61: Medical Or Veterinary Science","US6814975"
"H04: Electric Communication Technique","US20050096936"
"C12: Biochemistry","US20050123646"
"B65: Conveying","US20050035136"
"E04: Building","US20050056272"
"B65: Conveying","US20050148265"
"C12: Biochemistry","US20060193948"
"C23: Coating Metallic Material","US20060257581"
"A61: Medical Or Veterinary Science","US20060154354"
"H04: Electric Communication Technique","US20080162367"
"A61: Medical Or Veterinary Science","US20070286904"
"G07: Checking","US20080040242"
"C09: Dyes","US20080048376"
"F21: Lighting","US20080029503"
"G06: Computing","US20090271106"
"H05: Electric Techniques Not Otherwise Provided For","US20090272736"
"H04: Electric Communication Technique","US20090323919"
"G06: Computing","US20080291205"
"F24: Heating","US20100084355"
"B65: Conveying","US20110114715"
"A47: Furniture","US20110048244"
"F25: Refrigeration Or Cooling","US20110059217"
"G06: Computing","US20100161236"
"G06: Computing","US20100201707"
"G06: Computing","US20120016696"
"G01: Measuring","US20120053426"
"F28: Heat Exchange In General","US20110303100"
"D21: Paper","US20120095146"
"C07: Organic Chemistry","US20120183660"
"A23: Foods Or Foodstuffs","US20120230924"
"G09: Educating","US08376750"
"B29: Working Of Plastics","US20130142457"
"F24: Heating","US20140033932"
"G09: Educating","US08681178"
"G01: Measuring","US08810599"
"C09: Dyes","US20140230484"
"C09: Dyes","US20140186644"
"G07: Checking","EP1514501"
"F24: Heating","EP1526334"
"A23: Foods Or Foodstuffs","EP1728854"
"H04: Electric Communication Technique","EP1122813"
"B65: Conveying","EP1304304"
"A61: Medical Or Veterinary Science","EP1259136"
"B65: Conveying","EP2183973"
"C08: Organic Macromolecular Compounds","EP0040048"
"C12: Biochemistry","EP0105947"
"H05: Electric Techniques Not Otherwise Provided For","EP2051562"
"H04: Electric Communication Technique","EP2194525"
"B65: Conveying","EP0190906"
"H04: Electric Communication Technique","EP1584150"
"C11: Animal Or Vegetable Oils, Fats, Fatty Substances Or Waxes","EP0169936"
"C09: Dyes","EP0608027"
"C09: Dyes","EP0721006"
"H05: Electric Techniques Not Otherwise Provided For","EP0344839"
"B65: Conveying","EP0320293"
"H05: Electric Techniques Not Otherwise Provided For","EP0478082"
"C07: Organic Chemistry","EP0484621"
"H05: Electric Techniques Not Otherwise Provided For","EP0688148"
"H05: Electric Techniques Not Otherwise Provided For","EP0792088"
"H05: Electric Techniques Not Otherwise Provided For","EP0917404"
"A23: Foods Or Foodstuffs","EP0951841"
"A23: Foods Or Foodstuffs","EP0956782"
"B6B: Conveying","EP0806356"
"B6B: Conveying","EP0802115"
"B26: Hand Cutting Tools","EP0965270"
"B65: Conveying","EP0910961"
"A61: Medical Or Veterinary Science","EP0954984"
"C12: Biochemistry","EP0999283"
"A23: Foods Or Foodstuffs","EP0986297"
"F24: Heating","EP0934699"
"A61: Medical Or Veterinary Science","EP1417895"
"B01: Physical Or Chemical Processes Or Apparatus In General","EP1100337"
"F24: Heating","EP1994827"
"B65: Conveying","EP1925568"
"A61: Medical Or Veterinary Science","EP2012836"
"C12: Biochemistry","EP1612218"
"C07: Organic Chemistry","EP1577281"
"A47: Furniture","EP1500593"
"G09: Educating","EP1502767"
"F24: Heating","EP1530006"
"A23: Foods Or Foodstuffs","EP0463935"
"C08: Organic Macromolecular Compounds","EP0410495"
"A23: Foods Or Foodstuffs","EP0372596"
"B65: Conveying","EP0325779"
"B05: Spraying Or Atomising In General","EP0276654"
"C12: Biochemistry","EP0250234"
"C12: Biochemistry","EP2258389"
"H05: Electric Techniques Not Otherwise Provided For","EP1701897"
"B62: Land Vehicles For Travelling Otherwise Than On Rails","EP1721818"
"G01: Measuring","EP1972270"
"B6B: Conveying","EP1900642"
"C12: Biochemistry","EP2548946"
"H05: Electric Techniques Not Otherwise Provided For","EP1086608"
"A61: Medical Or Veterinary Science","EP1143999"
"C12: Biochemistry","EP1127158"
"H05: Electric Techniques Not Otherwise Provided For","EP1138176"
"A23: Foods Or Foodstuffs","EP1139785"
"A23: Foods Or Foodstuffs","EP1051083"
"H04: Electric Communication Technique","EP1032228"
"A23: Foods Or Foodstuffs","EP1056356"
"A23: Foods Or Foodstuffs","EP0777971"
"A23: Foods Or Foodstuffs","EP0820233"
"B05: Spraying Or Atomising In General","EP0891945"
"H04: Electric Communication Technique","EP0674408"
"F24: Heating","EP0792084"
"B01: Physical Or Chemical Processes Or Apparatus In General","EP1272053"
"A23: Foods Or Foodstuffs","EP2641474"
"A23: Foods Or Foodstuffs","EP2641473"
"G07: Checking","CA2091640"
"A23: Foods Or Foodstuffs","CA2153633"
"H05: Electric Techniques Not Otherwise Provided For","CA2147383"
"C08: Organic Macromolecular Compounds","CA2793341"
"F24: Heating","CA2172485"
"B26: Hand Cutting Tools","CA2745306"
"A23: Foods Or Foodstuffs","CA2701058"
"B65: Conveying","CA2742989"
"A23: Foods Or Foodstuffs","CA2620547"
"C07: Organic Chemistry","CA2046543"
"A23: Foods Or Foodstuffs","CA2001974"
"D04: Braiding","CA2165653"
"G07: Checking","CA2410047"
"G01: Measuring","CA2441116"
"C08: Organic Macromolecular Compounds","CA2428516"
"F24: Heating","CA2414113"
"F24: Heating","CA2439090"
"E04: Building","CA2818290"
"C07: Organic Chemistry","CA2549185"
"F24: Heating","CA2532218"
"F24: Heating","CA2641398"
"A23: Foods Or Foodstuffs","CA2599907"
"A23: Foods Or Foodstuffs","CA2600176"
"A23: Foods Or Foodstuffs","CA2600174"
"A47: Furniture","CA1122105"
"B62: Land Vehicles For Travelling Otherwise Than On Rails","CA2507862"
"A61: Medical Or Veterinary Science","CA1243259"
"B22: Casting","CA1328549"
"B65: Conveying","ZA199501478"
"B65: Conveying","IL67190"
"C11: Animal Or Vegetable Oils, Fats, Fatty Substances Or Waxes","CA2222723"
"B02: Crushing, Pulverising, Or Disintegrating","CA2200546"
"H05: Electric Techniques Not Otherwise Provided For","CA2250434"
"B6B: Conveying","CA1048460"
"C11: Animal Or Vegetable Oils, Fats, Fatty Substances Or Waxes","CA1245094"
"H05: Electric Techniques Not Otherwise Provided For","CA2024961"
"B65: Conveying","CA1289422"
"F25: Refrigeration Or Cooling","CA2084546"
"B65: Conveying","CA1339540"
"C07: Organic Chemistry","CA2084256"
"B65: Conveying","CA2143473"
"B65: Conveying","CA2218580"
"F24: Heating","ZA200201147"
"C12: Biochemistry","ZA200104563"
"C07: Organic Chemistry","ZA200105015"
"A61: Medical Or Veterinary Science","ZA200403687"
"D06: Treatment Of Textiles Or The Like","ZA199707000"
"A61: Medical Or Veterinary Science","CA2676518"
"H05: Electric Techniques Not Otherwise Provided For","CA2641101"
"A23: Foods Or Foodstuffs","CA2315004"
"B32: Layered Products","CA2042648"
"A23: Foods Or Foodstuffs","CA2314388"
"B65: Conveying","CA2322249"
"H04: Electric Communication Technique","CA2330990"
"A23: Foods Or Foodstuffs","CA2359362"
"A23: Foods Or Foodstuffs","CA2346325"
"F25: Refrigeration Or Cooling","CA2341474"
"A61: Medical Or Veterinary Science","CA2342608"
"A61: Medical Or Veterinary Science","CA2360065"
"F27: Furnaces","CA2458896"
"A61: Medical Or Veterinary Science","CA2461758"
"G09: Educating","CA2393430"
"A23: Foods Or Foodstuffs","CA2434925"
"B65: Conveying","CA2495178"
"A23: Foods Or Foodstuffs","CA2144009"
"A61: Medical Or Veterinary Science","CA2397014"
"F27: Furnaces","CA2137995"
"C12: Biochemistry","CA2404058"
"B6B: Conveying","CA2380361"
"B65: Conveying","EP0672349"
"A61: Medical Or Veterinary Science","CA2562473"
"F24: Heating","EP2764777"
"B65: Conveying","EP0578791"
"D04: Braiding","EP0708851"
"C09: Dyes","EP0357008"
"B65: Conveying","EP2135819"
"C10: Petroleum, Gas Or Coke Industries","EP2258816"
"A22: Butchering","EP1679004"
"A61: Medical Or Veterinary Science","EP1738761"
"B65: Conveying","EP0443402"
"B65: Conveying","EP0841150"
"B26: Hand Cutting Tools","EP1403014"
"C07: Organic Chemistry","EP2445359"
"F27: Furnaces","EP2629038"
"A23: Foods Or Foodstuffs","EP2764778"
"B65: Conveying","US4100302"
"H05: Electric Techniques Not Otherwise Provided For","US5204503"
"D04: Braiding","US6022447"
"H04: Electric Communication Technique","US20030004897"
"H05: Electric Techniques Not Otherwise Provided For","US20030006633"
"H05: Electric Techniques Not Otherwise Provided For","US20030029862"
"H04: Electric Communication Technique","US20020126130"
"A47: Furniture","US20020136806"
"H05: Electric Techniques Not Otherwise Provided For","US20040004073"
