weight,title_phrases
1.0,controlling Device Operation
1.0,Control Systems
1.0,inflatable Structural Support
1.0,Uavs unmanned Aerial Vehicle)
1.0,Used Goods
1.0,context-aware Proximity Services
1.0,Metabolic Dysfunction
1.0,hybrid Honeycomb
1.0,Associated Operating Method
1.0,indirect Vision System
1.0,Determining Well Productivity
1.0,Bis-haloalkylene Sulfides
1.0,Phosphonyl Fluorides
1.0,Airborne Telecommunication Network
1.0,Unmanned Aerial Vehicle
1.0,Depth Resolved Hyperspectral Fluorescence
1.0,Reflectance Imaging
1.0,Surgical Guidance
1.0,Mobile Phone
1.0,Neuron Command
1.0,Via Virtual Touch Screen Gesture Control
1.0,wearable Augmented Reality Eyeglass Communication Device
1.0,Landing Unmanned Aerial Vehicle
1.0,Twin Yaw Control System
1.0,Vertical Take
1.0,Shape Memory Alloy
1.0,Surface Roughness
1.0,NA
1.0,drone-mounted Imaging Hyperspectral Geometric Correction Method
1.0,Autonomous Device
1.0,Multiple Uses
1.0,stratosphere Tethered Platform
1.0,External System
1.0,Gas Asset Supply Chain
1.0,Parasitic Bee Mite Varroa Jacobsoni
1.0,musical Instrument
1.0,transdermal Controlled Delivery
1.0,Variable Dosage Rates
1.0,impermeably Covered Sponge-like Constructions
1.0,variable Attitude Submersible Hydrofoil
1.0,Carcinogenic Chemical Agents
1.0,Metabolic Activation
1.0,Toxic Chemical Exposure Effects
1.0,high-speed High-resolution Multi-frame Real-time Digital Camera
1.0,high Speed Data Link
1.0,computer Tutorial
1.0,Execution Interface
1.0,Network Connection
1.0,Augmenting Satellite Broadcast System
1.0,portable Power Generator
1.0,Bamboo Shoots
1.0,hypocholesterolemic Compositions
1.0,Adaptive Tunable Vibration Absorbers
1.0,Control System
1.0,Resonant Apparatus
1.0,blood Analyte
1.0,Subcutaneous Measurement
1.0,Surface Detail Images
1.0,Remote Inspection
1.0,Structure Facades
1.0,modular Helicopter System
1.0,Pharmaceutical Formulation
1.0,board Game Apparatus
1.0,infantry Combat Weapons System
1.0,Mobile Communication Points
1.0,munition Pursuit Vehicle
1.0,"degradable 1,4-benzodioxepin-3-hexyl-2,5-dione Monomer Derived Polymer"
1.0,High Glass Transition Temperature
1.0,New Way
1.0,improved Seine Net
1.0,autonomous Outer Loop Control
1.0,Man-rated Fly-by-wire Aircraft
1.0,air Launch
1.0,Recovery Pylon
1.0,mobile Radiation Threat Identification System
1.0,Beehive Base
1.0,Standard Beehive Body
1.0,high Drug Load Pharmaceutical Formulations Comprising Dronedarone
1.0,Pharmaceutically Acceptable Salts
1.0,modular Stimulus Applicator System
1.0,NA
1.0,autonomous Conveyor Interfacing Aerial Delivery
1.0,firefighters Drone Arrangement
1.0,rescue Drone
1.0,autonomous Ground Station Interfacing Aerial Delivery
1.0,Reporter Drone
1.0,Dynamic Wireless Ad-hoc Networks
1.0,Mnemonic Relative Position International Keyboard System Set
1.0,New Focus Field Platform
1.0,biometric System
1.0,User Identification
1.0,muon Detector Array Stations
1.0,industrial Asset Health Profile
1.0,Hierarchical Robotic Control
1.0,Robotic Training
1.0,Plant Treatment
1.0,Inertial Data
1.0,multi-rat Node
1.0,Location Systems
1.0,Mobile Identification
1.0,police Drone
1.0,drone Service Aero-carrier
1.0,Control Method
1.0,vehicle Drive Control Device
1.0,Unmanned Vehicle
1.0,De Vue Par Une Camera Embarquee Avec Minimisation Des Mouvements Perturbateurs
1.0,Operer Une
1.0,procede De Pilotage D'un
1.0,Voilure Tournante
1.0,controlling Apparatus
1.0,Receiving Radio Frequency Signals
1.0,Automatic Transmission
1.0,speed Change Controlling Method
1.0,Manual Transmission
1.0,upshift Indicator
1.0,Dibasic Esters
1.0,Reducing Polytyrene Foams
1.0,Data System
1.0,synchronized Voice
1.0,Fixed Axles
1.0,split Chaincase
1.0,Electric Vehicle Batteries
1.0,NA
1.0,electric Vehicle Propulsion System
1.0,Solid-state Rechargeable Electrochemical Cells
1.0,low Ac Resistance Conductor Designs
1.0,wind Propulsion Power System
1.0,Controllable Electromagnetic Shielding
1.0,wireless Energy Transfer Systems
1.0,wireless Energy Transfer
1.0,Electric Vehicle
1.0,secure Wireless Energy Transfer
1.0,Vehicle Applications
1.0,Multi Resonator Arrays
1.0,Vehicle Applications
1.0,wireless Energy Transfer
1.0,safety Systems
1.0,Vehicle Applications
1.0,wireless Energy Transfer
1.0,In-vehicle Applications
1.0,tunable Wireless Energy Transfer
1.0,NA
1.0,soil Sampling Method
1.0,Rotor Systems
1.0,rotorcraft Control System
1.0,wireless Powered Television
1.0,high Speed Surface Craft
1.0,Submersible Craft
1.0,intelligent Communication Mobile Transponder
1.0,radiation Detection Device
1.0,Dispensing Hydrogen
1.0,modular Upgrades
1.0,Wirelessly Powered Televisions
1.0,Circuit Breaker
1.0,wireless Power Transfer
1.0,Desktop Environment
1.0,wirelessly Powered Laptop
1.0,wireless Energy Transfer
1.0,wireless Energy Transfer
1.0,wireless Energy Transfer
1.0,multi-resonator Wireless Energy Transfer Inside Vehicles
1.0,automated Hazard Handling Routine Engagement
1.0,wireless Power Transfer
1.0,automated Hazard Handling Routine Activation
1.0,Navigation Information
1.0,Parking Space Availability
1.0,Streetside Devices
1.0,high Speed Surface Craft
1.0,Submersible Craft
1.0,NA
1.0,Acting Land Volcano
1.0,NA
1.0,Amalgamated Control System Cross-reference
1.0,Integrated Energy
1.0,quintuple-effect Generation Multi-cycle Hybrid Renewable Energy System
1.0,Related Applications
1.0,Storage Facilities
1.0,airborne Data Collection
1.0,vented Airfoil Assemblies
1.0,safety Systems
1.0,Vehicle Applications
1.0,wireless Energy Transfer
1.0,Battle System
1.0,Operation Method
1.0,Unmanned Aircraft
1.0,Inverse Synthetic Aperture Imaging Ladar
1.0,simultaneous Forward
1.0,Aerial Displays
1.0,controlling Unmanned Aerial Vehicles
1.0,improved Passenger Delivery System
1.0,Location Information
1.0,Physical Attribute Status Comparison
1.0,Physical Entities
1.0,Social Network
1.0,head-worn Adaptive Display
1.0,Data Processing Systems
1.0,Graphics Processing Units
1.0,hybrid Radiant Energy Aircraft Engine
1.0,hierarchical Robotic Controller Apparatus
1.0,training System
1.0,error Correction System
1.0,Simulation Shooting System
1.0,Three-dimensional Printing
1.0,Robotic Vehicle
1.0,trainable Convolutional Network Apparatus
1.0,Catastrophic Electrical Failures
1.0,Fiber-reinforced Composite Aircraft
1.0,stable Grounding System
1.0,Annealed Dynamic Histograms
1.0,robust Anytime Tracking Combining 3d Shape
1.0,modular Physical Activity
1.0,NA
1.0,Montage Rapide
1.0,Voilure Tournante Avec Helices
1.0,water Vehicles
1.0,high Output Loudspeaker
1.0,Point Information
1.0,Positional Information
1.0,lade- Oder Batteriewechselstation FÃ¼r FluggerÃ¤te
1.0,easy Landing Drone
1.0,content Delivery Framework
1.0,Dynamic Service Network Topology
1.0,Related Diagnostic Methods
1.0,Solid Tumors
1.0,therapeutic Methods
1.0,Map Data
1.0,Medical Support Device Via
1.0,Unmanned Aerial Vehicle
1.0,Deformed Wing Virus dwv)
1.0,Image Files
1.0,Suspension System
1.0,flexible Resonator Attachment
1.0,building System
1.0,Complex Indoor Combat
1.0,robotic System
1.0,determining Happiness Indices
1.0,NA
1.0,Battlefield Devices
1.0,Metal Foundry
1.0,sistema De Salvamento
1.0,Autonomous Vehicle
1.0,3d Motion
1.0,Motion Capture System
1.0,Unmanned Aerial Vehicle
1.0,poste De Controle De Drones
1.0,yield Monitor Calibration Method
1.0,Management System
1.0,solid State Energy Storage
1.0,Ag Based Operations
1.0,autonomous Systems
1.0,Adaptive Control
1.0,attitude Control Method
1.0,Propeller Unmanned Drone Aircraft
1.0,autonomous Wireless Field Monitor
1.0,Item Delivery
1.0,Mobile Remote Beacon
1.0,data-capable Band Management
1.0,Integrated Application
1.0,Network Communication Data Environment
1.0,data-capable Band Management
1.0,Integrated Application
1.0,Network Communication Data Environment
1.0,NA
1.0,Intracranial Imaging
1.0,Containers Present
1.0,Related Verification Method
1.0,hybrid Co-axial Shaft
1.0,Multiple Sources
1.0,Planetary Gear Set
1.0,Shaft Transmission
1.0,vehicle User Interface Adaptation
1.0,unmanned Vehicle Searches
1.0,Unmanned Aerial Vehicles
1.0,Associated Methods
1.0,Impinging Liquids
1.0,Atmospheric Carbon Dioxide
1.0,Fire Detection
1.0,Forest-inventory Management
1.0,layered FaÃ§ade Panel
1.0,Traffic Flow Reporting
1.0,Agricultural Systems
1.0,Performing Multiple Functions
1.0,robotic Platform
1.0,comb Frame Connection
1.0,Improved Characteristics
1.0,Cylindrical Brood Chamber Hives
1.0,grid Ring Brood Comb Frame
1.0,Geometric Model
1.0,Satellite Platform
1.0,video Coding System
1.0,Flight Path
1.0,Movable Remote Device
1.0,Online Rental
1.0,Remote Devices
1.0,Airborne Vehicle
1.0,positioning Survey Sensors
1.0,Lagrangian Precipitation Sensing
1.0,seismic Data Recording Units
1.0,recognition-based Authentication
1.0,Varroa Mite
1.0,Virus Control
1.0,Breeding Sclerodermus Pupariae Yang
1.0,Sclerodermus Pupariae Yang
1.0,Trunk-boring Insects
1.0,modular Electric Vtol Aircraft
1.0,Policy Driven Protection
1.0,Audio Signals
1.0,Background Noise
1.0,Neural Stimulation
1.0,patterned Stimulation Intensity
1.0,Managing Accident Communications
1.0,Managing Shipment
1.0,Wireless Node Network
1.0,Infrared Color Photos
1.0,Internal Environmental Sensing
1.0,3-d Printed Recyclable Items
1.0,landing Pad
1.0,Unmanned Aerial Vehicle Delivery
1.0,multipurpose Serving Tray
1.0,pseudotyped Lentiviral Vectors
1.0,enclosed Drone Apparatus
1.0,unmanned Aircraft Structure Evaluation System
1.0,Energy Storage Devices
1.0,delayed Telop Aid
1.0,content Delivery Framework
1.0,Fill Services
1.0,content Delivery Framework
1.0,Origin Services
1.0,content Delivery Framework
1.0,Storage Services
1.0,antenna System
1.0,Interfering Signals
1.0,beacon Services
1.0,content Delivery Framework
1.0,Unmanned Aerial Vehicle Landing
1.0,Variable Flight Characteristics
1.0,simulated Shooting System
1.0,drone Clearing Device
1.0,Earth Observation Images
1.0,utility Resource Asset Management System
1.0,reconfigurable Payload Systems rps
1.0,improved Imaging Method
1.0,Amplification System
1.0,Detachable Sound Pickup
1.0,Musical Instruments
1.0,Woodwind Family
1.0,multipurpose Aircraft
1.0,Image Data
1.0,Handling Image Data
1.0,hydraulic Slip Compensation Systems
1.0,NA
1.0,propeller Sound Field Modification Systems
1.0,ultraviolet Disinfection Device
1.0,wide Area Augmented Reality Location-based Services
1.0,structural Ballistic Resistant Apparatus
1.0,Commerce Operating Exchange
1.0,cyber Life
1.0,Data Communication
1.0,Video System
1.0,Bridge Steel Structure
1.0,three -dimensional
1.0,modular Sonar Transducer Assembly Systems
1.0,acceleration Corrected Attitude Estimation Systems
1.0,Desired Behaviors
1.0,Sensory Augmentation
1.0,structural Ballistic Resistant Apparatus
1.0,Outdoor Aerial Vehicles
1.0,Related Applications
1.0,Man-in-the-middle Attacks
1.0,Teleoperated Systems
1.0,Associated Computer Program Product
1.0,Performance Indicators
1.0,Access Management
1.0,Electronic Key
1.0,Mobile Devices
1.0,sailing User Interface Systems
1.0,Accident Prevention Supporting Structure
1.0,rotating-wing Drone
1.0,Agricultural Vehicle
1.0,Land Area
1.0,high Frequency Modulated Transmitter Arrangement
1.0,Automated Glass Cleaning Flying Drone System
1.0,Appraisal System
1.0,portable Indoor Mobile Robot Navigation Performance Test
1.0,aquatic Sports Target Drone
1.0,Agricultural Environment
1.0,Managing Additive Applications
1.0,Battle System
1.0,Arrival aoa
1.0,Determining Angle
1.0,Radar Warning Receiver
1.0,Additive Manufacturing
1.0,Hydrodynamic Cavitation Apparatus
1.0,Satellite Radio
1.0,Vehicle Communications
1.0,sonar User Interface Systems
1.0,target Drone Aerodynamic Layout
1.0,geological Modeling Workflow
1.0,Gnss Position Fixes
1.0,Measured Movement
1.0,flying Drone
1.0,Aerial Observation System
1.0,tethered Aerial Platform
1.0,imaging System
1.0,Denial Detection System
1.0,tactical Gps Denial
1.0,Physical Items
1.0,switch Network
1.0,Compositions Comprising 10-hydroxy-2-decenoic Acid
1.0,In-store Retail Commerce
1.0,Integrating E-commerce
1.0,NA
1.0,association Management
1.0,Wireless Node Network
1.0,NA
1.0,Instant Messaging System
1.0,location Assistance
1.0,application Launcher Bluetooth Device Set
1.0,Door Bell System
1.0,Display Aspects
1.0,Mobile Linear Asset Efficiency Exploration
1.0,Well Productivity
1.0,Large Number
1.0,Surveillance System
1.0,Eye Display Eyepieces
1.0,Blocking Splitter-combiner Network
1.0,NA
1.0,Falling Helicopters
1.0,Land Vehicles
1.0,NA
1.0,Rfid Signals
1.0,tracking Transactions
1.0,NA
1.0,dynamic Point
1.0,Intermediate Device Aspects System
1.0,Mobile Network
1.0,Roof Guide
1.0,Corresponding Control System
1.0,cellular Telephone System
1.0,Interpretation Apparatus
1.0,Crankcase Compression
1.0,Camera System
1.0,Multiple Modes
1.0,wearable Head-mounted Display
1.0,Niaouli Essential Oil
1.0,Transdermal Permeation Enhancer
1.0,Internetworked Wireless Integrated Network Sensors wins)
1.0,Distributed Signal Processing
1.0,Internetworked Wireless Integrated Network Sensors wins)
1.0,Benzodiazepindione Compounds
1.0,Removable Panel
1.0,weatherproof Surround
1.0,harmonized Turret
1.0,Multiple Gimbaled Sub-systems
1.0,Agile Beam
1.0,Lte Wireless System
1.0,Rf Beam Areas
1.0,Tracking User Equipment
1.0,Collision Avoidance
1.0,Multi-agent Scenarios
1.0,Semi-autonomous Vehicles
1.0,shared Control
1.0,dynamic Point
1.0,Intermediate User Interface Aspects System
1.0,Mobile Network
1.0,NA
1.0,airborne Cellular Communications System
1.0,hafnium Turbine Engine
1.0,Encoding Nucleic Acids
1.0,paad Domain-containing Polypeptides
1.0,Cell Death
1.0,genes Regulating
1.0,spatial Location Presentation
1.0,Movement Control Method
1.0,Movement Control System
1.0,movement Controller
1.0,Circuits Reflexively
1.0,Food-and-nutrition Machines
1.0,quantified-self Machines
1.0,automatic Object Tracking Camera
1.0,vehicle Identification System
1.0,high Altitude Cellular Communication System Platform
1.0,metal Detector
1.0,Site-existing Pathway
1.0,Cell Death Regulation
1.0,Variable Volume Ballast Chamber
1.0,heat System
1.0,air Glider
1.0,Gas Turbine
1.0,Kinetic Energy
1.0,Sea Glider
1.0,NA
1.0,NA
1.0,Inhibiting Apoptosis
1.0,NA
1.0,acoustic Transmission Path
1.0,Assembly Kit
1.0,speaker System
1.0,Tube Module
1.0,novel Mobile Network
1.0,modular Track
1.0,Racing Car Games
1.0,composite Material
1.0,fast Response Mobile Systems
1.0,NA
1.0,gravitational Gradiometer
1.0,turbine Powered Personal Flight System
1.0,ground Marker
1.0,Sight Navigation
1.0,obesity Small Molecules
1.0,Active Polypeptides
1.0,gimbal Positioning
1.0,Target Velocity Compensation
1.0,Illuminated Reflective Display
1.0,NA
1.0,Collision Durations
1.0,Milliseconds Range
1.0,Mitigating Impact Forces
1.0,Miniature Air Vehicles
1.0,radar-based Detection
1.0,See-through Near-to-eye Display
1.0,Sensor Input
1.0,video Display Modification
1.0,fleet Protection Attack Craft
1.0,submersible Vehicle
1.0,active Geometric Exoskeleton
1.0,Gyropendular Craft
1.0,Four-rotor Helicopter
1.0,munitions Management System
1.0,one-piece Fuel Nozzle
1.0,Thrust Engine
1.0,Acoustic Devices
1.0,adaptive Optic
1.0,Additive Manufacturing
1.0,audio Devices
1.0,Electroactive Polymer Actuators Noise Cancellation
1.0,drilling Rig
1.0,drilling Rig
1.0,Seismic Inversion
1.0,Deghosting Variable Depth Seismic Data
1.0,Varroa Mite Infestation
1.0,Dental Diagnosis
1.0,wavelength-dependent Light Intensity Modulation
1.0,honey Bee Mite Disruptive Compounds
1.0,NA
1.0,NA
1.0,Image Product
1.0,precision Geographic Location System
1.0,Bidirectional Power Converters
1.0,Uninterruptible Power Supplies
1.0,Enhanced Security
1.0,Telerobotic Systems
1.0,baseband Data Transmission
1.0,Lte Wireless Base Station
1.0,Rf Beam
1.0,context-based Depth Sensor Control
1.0,NA
1.0,Drone Pupae
1.0,simple Processing Technology
1.0,Drone Nutrient
1.0,extraction Process
1.0,Drone Nutritious Composition
1.0,Drone Refind Produsts
1.0,technology Method
1.0,bee Pupa Beverage
1.0,making Method
1.0,Integrated Wireless Router
1.0,video Image Verification System
1.0,Wire-based Communications
1.0,Computer Acting Experience
1.0,Devices Moving
1.0,External Site
1.0,remote Controlled Simulator System
1.0,Bee Colonies
1.0,Thermal Treatment
1.0,robotic Training Apparatus
1.0,fuselage Mandrel Insert
1.0,bee Honey Product Formula
1.0,Enabling Integrated Activity Scheduling
1.0,Event-sharing Platform
1.0,Real-time Social Connectivity
1.0,fast Rendering
1.0,Mobile User Device
1.0,audio Headset
1.0,Wire Guided Ear Buds
1.0,learning Apparatus
1.0,Robotic Devices Via
1.0,Ground level)
1.0,Inhalational General Anesthetic Gases
1.0,new Method
1.0,Wireless Real-time
1.0,antiobestic Agent
1.0,biological Health-care Product
1.0,Improving Male Sexual Function
1.0,Five-apian Treasure Cream
1.0,Preparation Method
1.0,novel Formula
1.0,Production Technology
1.0,Pseudo-ginseng Capsule Product
1.0,Folding Type Sunroof Deflector
1.0,adaptive Pattern Recognition Based Control System
1.0,ergonomic Man-machine Interface
1.0,Desiccant Application
1.0,Desired Harvest Window
1.0,Field-level Diagnosis
1.0,Harvest Condition States
1.0,Plant Wetness
1.0,User Input
1.0,Weather Conditions
1.0,wireless Transmission
1.0,Backhaul Available Link Quality
1.0,application Processing Systems
1.0,Multi-spectral Imaging Systems
1.0,robust Autofocus Algorithm
1.0,battery Cells
1.0,Integrated One-way Controlled Interface
1.0,Secure Enclave
1.0,Non-destructive Testing
1.0,Wind Turbine Blades
1.0,wireless Energy Transfer Converters
1.0,Camera System
1.0,Great Distances
1.0,Observing Objects
1.0,Target Objects
1.0,composite Material
1.0,NA
1.0,mesh Network Controller
1.0,Unmanned Aerial Vehicle
1.0,sectionalized Contact Contactor
1.0,unmanned Vehicle uv Control System
1.0,Activity Data
1.0,Managing Representations
1.0,Privacy Indicators
1.0,Circuits Reflexively
1.0,Food Fabricator Machines
1.0,quantified-self Machines
