row no,publication number,kind code,title,priority document,priority country,earliest priority date,earliest priority year,application date,publication date,publication year,applicant,inventors,ipc classes,family members,family size,family size,wo in family,grant or application type families,granted patent
418,WO2005113059,A2,INHIBITION OF HIV-1 REPLICATION BY DISRUPTION OF THE PROCESSING OF THE VIRAL CAPSID-SPACER PEPTIDE 1 PROTEIN,US20030443180P,United States,2003-01-29T00:00:00Z,2003,2005-05-24T00:00:00Z,2005-12-01T00:00:00Z,2005,PANACOS PHARMACEUTICALS INC | THE UNIVERSITY OF NORTH CAROLINA AT CHAPEL HILL,SALZWEDEL KARL    US  | LI FENG    US  | WILD CARL T    US  | ALLAWAY GRAHAM P    US  | FREED ERIC O    US,C07K01416 | A61M03700 | A61K03816 | C07K01610 | C12N00700 | G01N033569,EP1594435A2 | EP1758640A2 | AU2005245506A1 | EP1594435A4 | WO2004069166A2 | NO20065982A  | US2010221264A1 | MXPA06013698A  | CA2514563A1 | IL179494D0 | JP2008504808T  | BRPI0511514A  | ZA200610825A  | WO2005113059A3 | JP2006520756T  | EP1758640A4 | US2004265320A1 | US2008200550A1 | WO2004069166A3 | US2008233559A1 | US2005015039A1 | CA2568248A1 | CN101022834A  | US7537765B2 | ZA200506876A  | AU2004210162A1,21,11,Yes,Grant,Yes
419,WO2005115469,A2,ESTROGEN MODULATION OF IFN-GAMMA-MEDIATED CONDITIONS AND DISEASES,US20040573872P,United States,2004-05-24T00:00:00Z,2004,2005-05-24T00:00:00Z,2005-12-08T00:00:00Z,2005,CEDARS-SINAI MEDICAL CENTER,GONSKY RIVKAH    US  | TARGAN STEPHAN R    US,A61K04500 | A61K03526 | A61K03156,CA2567101A1 | AU2005247453B2 | WO2005115469A3 | EP1748793A2 | AU2005247453A1,4,4,Yes,Grant,Yes
420,WO2005116081,A2,STABLE PROTEIN STORAGE AND STABLE NUCLEIC ACID STORAGE IN RECOVERABLE FORM,US20040574274P,United States,2004-05-24T00:00:00Z,2004,2005-05-24T00:00:00Z,2005-12-08T00:00:00Z,2005,GENVAULT CORPORATION,HOGAN MICHAEL    US  | DAVIS JAMES C    US,C12N01510 | C07K01700 | C07K00104,US2006014177A1 | JP2008509226T  | CA2567720A1 | US2010178210A1 | EP1758937A2 | WO2005116081A3 | EP1758937B1 | EP2168975A2 | US7589184B2 | EP2168975A8 | AT441669T  | DE602005016402D1,8,6,Yes,Grant,Yes
421,WO2005121145,A2,HETEROCYCLIC ANTIVIRAL COMPOUNDS,US20040578759P,United States,2004-06-09T00:00:00Z,2004,2005-06-01T00:00:00Z,2005-12-22T00:00:00Z,2005,F. HOFFMANN-LA ROCHE AG,LEE EUN KYUNG    US  | MELVILLE CHRIS RICHARD    US  | ROTSTEIN DAVID MARK    US,C07D48704 | C07D48700,JP2008501743T  | US2006014767A1 | AU2005251891A1 | CN101001860A  | US2007117859A1 | US7164019B2 | AR049209A1 | PT1761542E  | ZA200609837A  | WO2005121145A3 | AT382623T  | CA2569910A1 | SI1761542T1 | DE602005004144T2 | US7714018B2 | ES2297727T3 | MXPA06014404A  | NO20070137A  | IL179534D0 | EP1761542A2 | EP1761542B1 | BRPI0511982A  | DE602005004144D1 | DK1761542T3,19,18,Yes,Grant,Yes
422,WO2005121378,A2,METHODS AND COMPOSITIONS FOR VACCINATION,US20040576840P,United States,2004-06-03T00:00:00Z,2004,2005-05-26T00:00:00Z,2005-12-22T00:00:00Z,2005,SAINT LOUIS UNIVERSITY,BULLER ROBERT MARK L    US,C12Q00170 | A61K039275,WO2005121378A3 | US2009087451A1,2,2,Yes,Application,No
423,WO2005122741,A2,ANTIBODIES AGAINST WEST NILE VIRUS AND THERAPEUTIC AND PROPHYLACTIC USES THEREOF,US20040581819P,United States,2004-06-21T00:00:00Z,2004,2005-06-21T00:00:00Z,2005-12-29T00:00:00Z,2005,WASHINGTON UNIVERSITY,DIAMOND MICHAEL    US  | OLIPHANT THEODORE    US  | DOANE CHRISTOPHER MICHAEL    US,C07K01610,EP1778879A4 | AU2005254110B2 | AU2005254110A1 | MXPA06014795A  | US2009258011A1 | JP2008504029T  | IL179874D0 | CA2571404A1 | US2006067940A1 | WO2005122741A3 | US7527973B2 | EP1778879A2,8,7,Yes,Grant,Yes
424,WO2005124563,A2,COMPOUNDS AND KITS FOR TREATING MUSCLE DISORDERS AND METHODS OF USE THEREOF,US20040578914P,United States,2004-06-12T00:00:00Z,2004,2005-06-13T00:00:00Z,2005-12-29T00:00:00Z,2005,CEPTOR CORPORATION,STRACHER ALFRED    US  | KESNER LEO    US  | BARTON NORMAN W    US  | CARVER THEODORE E    US,G06F01300,WO2005124563A3,1,1,Yes,Application,No
425,WO2006002248,A1,"MONOACYLATED BETULIN AND DIHYDROBETULIN DERIVATIVES, PREPARATION THEREOF AND USE THEREOF",US20020413451P,United States,2002-09-26T00:00:00Z,2002,2005-06-20T00:00:00Z,2006-01-05T00:00:00Z,2006,"NIIGATA UNIVERSITY OF PHARMACY AND APPLIED LIFE SC | PANACOS PHARMACEUTICALS, INC. | THE UNIVERSITY OF NORTH CAROLINA AT CHAPEL HILL",ALLAWAY GRAHAM P    US  | WILD CARL T    US  | KASHIWADA YOSHIKI    JP  | LEE KUO-HSIUNG    US,C07J05300,NZ538896A  | WO2004028455A3 | EP1551790A4 | WO2004028455A2 | CA2499038A1 | ZA200502824A  | AU2003278930A1 | US2005020548A1 | EP1551790A2 | US7365221B2 | US2004131629A1 | JP2006504704T ,10,8,Yes,Grant,Yes
426,WO2006005529,A1,PARAPOXVIRUSES IN COMBINATION WITH OTHER ANTIVIRAL AGENTS FOR THE TREATMENT OF HIV/AIDS,EP20040016414,European Patent Office,2004-07-13T00:00:00Z,2004,2005-07-08T00:00:00Z,2006-01-19T00:00:00Z,2006,AICURIS GMBH & CO. KG,PAULSEN DANIELA    DE  | RUEBSAMEN-WAIGMANN HELGA    DE  | KUREISHI AMAR    DE  | HUNSMANN GERHARD    DE  | STAHL-HENNIG CHRISTIANE    DE  | MEYERHANS ANDREAS    DE  | SCHUETZ ALEXANDRA    DE  | WEBER OLAF    DE,A61K03576 | A61K03170,CN1984666A  | PT1765370E  | BRPI0513321A  | JP2008505952T  | EP1765370B1 | AT442155T  | US2010255032A1 | ES2330540T3 | EP1765370A1 | DK1765370T3 | HK1097467A1 | CA2573204A1 | DE602005016552D1,12,12,Yes,Grant,Yes
427,WO2006005720,A1,COMBINATION OF ANTI-HIV REVERSE TRANSCRIPTASE AND PROTEASE INHIBITORS,EP20040103256,European Patent Office,2004-07-08T00:00:00Z,2004,2005-07-08T00:00:00Z,2006-01-19T00:00:00Z,2006,TIBOTEC PHARM LTD,HOETELMANS RICHARD MARINUS WIL    NL,A61K031427 | A61K0317076 | A61K031343 | A61P03118,EP1765337B1 | SI1765337T1 | CA2572551A1 | CN1984654A  | DE602005009366D1 | RU2368380C2 | RU2007104774A  | NZ551841A  | BRPI0513051A  | AU2005261701A1 | HR20080612T3 | EP1765337A1 | AT406161T  | ES2313394T3 | DK1765337T3 | ZA200700176A  | MXPA06014930A  | JP2008505870T  | US2007208009A1,17,17,Yes,Grant,Yes
428,WO2006010545,A1,BENZYLTRIAZOLONE COMPOUNDS AS NON-NUCLEOSIDE REVERSE TRANSCRIPTASE INHIBITORS,US20040591311P,United States,2004-07-27T00:00:00Z,2004,2005-07-20T00:00:00Z,2006-02-02T00:00:00Z,2006,F. HOFFMANN-LA ROCHE AG,DUNN JAMES PATRICK    US  | ELWORTHY TODD RICHARD    US  | STEFANIDIS DIMITRIOS    US  | SWEENEY ZACHARY KEVIN    US,C07D24912 | A61K0314196 | A61P03118,JP2008508211T  | AR050266A1 | US2006025462A1 | SG148179A1 | IL180495D0 | MX2007000788A  | US7666891B2 | RU2394028C2 | BRPI0513858A  | NO20070258A  | CN1993332A  | RU2007106928A  | CN1993332B  | CA2574308A1 | EP1773790A1 | AU2005266530A1,13,13,Yes,Grant,Yes
429,WO2006014282,A2,PRODRUGS OF HIV PROTEASE INHIBITORS,US20040585710P,United States,2004-07-06T00:00:00Z,2004,2005-06-29T00:00:00Z,2006-02-09T00:00:00Z,2006,ABBOTT LAB,DEGOEY DAVID A    US  | FLOSI WILLIAM J    US  | GRAMPOVNIK DAVID J    US  | KLEIN LARRY L    US  | KEMPF DALE J    US  | WANG XIU C    US,C07F00900,AU2005270124A1 | US7718633B2 | CA2571726A1 | US2007270383A1 | BRPI0512970A  | CN101023090A  | IL180433D0 | WO2006014282A3 | JP2008505898T  | MXPA06015108A  | EP1773850A2 | KR20070029244A  | ZA200700101A ,14,12,Yes,Grant,Yes
430,WO2006017341,A2,COATED VAGINAL DEVICES FOR VAGINAL DELIVERY OF THERAPEUTICALLY EFFECTIVE AND/ OR HEALTH-PROMOTING AGENTS,US19970049325P,United States,1997-06-11T00:00:00Z,1997,2005-07-12T00:00:00Z,2006-02-16T00:00:00Z,2006,"UMD, INC",WILSON MICHELLE  US  | DESAI KISHORKUMAR J  US  | PAULETTI GIOVANNI M  US  | ANTOON MITCHELL K JR  US  | CLENDENING CHRIS E  US,A61K00970,US2005163826A1 | AU2002329842B2 | CA2416122A1 | MXPA05007791A  | US7344732B2 | JP2009508869T  | JP2006514838T  | HU200303189A2 | AU2006292507A1 | US2005276836A1 | US2004043071A1 | IL154134D0 | US2005249774A1 | US2003139709A1 | US7744916B2 | AU2005271786A1 | JP2002515069T  | AU2001281287B2 | MXPA04006684A  | CN1201749C  | AU2001281287B8 | AU2005271865B2 | MXPA03000803A  | WO2006017341A3 | US2006002966A1 | CA2622746A1 | BRPI0406635A  | ZA200403724A  | WO2004067063A2 | US6572874B1 | BR200306513A  | BR200306501A  | NZ508130A  | IL169694D0 | EP1474105B1 | IL153719D0 | AU2001278920B2 | US6416779B1 | IL180241D0 | AU200178920A  | WO2007035515A2 | JP2004508296T  | EP1776071A2 | WO2003059318A2 | NZ502120A  | CA2416050A1 | MXPA04006683A  | JP2008506687T  | CA2573583A1 | US2004005345A1 | CA2293346C  | EP1587470A2 | CN1592600A  | IL180243D0 | US6197327B1 | IL190194D0 | EP988009A1 | EP1474106A1 | EP1427366A2 | BR200113134A  | US6982091B2 | NZ541776A  | NO20053657D0 | NO20030422A  | WO2007035515A3 | WO2006017238A1 | CN1741779A  | PL365884A1 | NZ524069A  | CA2514109A1 | US2007036834A1 | BR9810089A  | WO2003020210A3 | WO2003063829A1 | JP2008505977T  | CN1461207A  | WO2004067063A3 | AU7697698A  | IL153719A  | WO9856323A1 | EP1301150A1 | US6086909A  | EP1311213A1 | CA2293346A1 | MXPA02012819A  | AU2005271865A1 | EP1948103A2 | AU2004207456A1 | IL154134A  | US2003144639A1 | CA2470529A1 | AU2003214813B2 | CZ20030494A3 | WO200203896A1 | US6905701B2 | EP988009A4 | IL133431A  | US7341737B2 | CA2457526A1 | AU2003214813A1 | BR200112571A  | IL133431D0 | AU2003219653B2 | JP2006515994T  | JP2004519420T  | EP1771133A1 | NO20030422D0 | CN1306919C  | CA2578247A1 | WO2003020210A2 | HK1029914A1 | DE60324099D1 | ZA200403725A  | NO20053657A  | CN1263454A  | WO200209631A1 | NZ524047A  | US2003049302A1 | JP2006515889T  | JP2005507874T  | WO2003059318A3 | EP1301150A4 | AU20077354B2 | AU200181287A  | CA2470256A1 | CN1199621C  | EP1474105A2,98,17,Yes,Grant,Yes
431,WO2006020415,A1,CHEMICAL COMPOUNDS,US20040598030P,United States,2004-08-02T00:00:00Z,2004,2005-07-29T00:00:00Z,2006-02-23T00:00:00Z,2006,GSK LLC,GUDMUNDSSON KRISTJAN    US  | MILLER JOHN FRANKLIN    US  | TURNER ELIZABETH MADALENA    US,A61K03147 | C07D21538,MX2007001514A  | US2008096861A1 | CA2575560A1 | JP2008508357T  | EP1778231A4 | EP1778231A1,6,6,Yes,Application,No
432,WO2006021456,A1,COMBINATION COMPRISING A STAUROSPORINE AND A CYP3A4 INHIBITOR,GB20040019159,United Kingdom,2004-08-27T00:00:00Z,2004,2005-08-26T00:00:00Z,2006-03-02T00:00:00Z,2006,NOVARTIS AG,COHEN PAMELA SARAH    US,A61K03100 | A61K031553 | A61K031496 | A61P03500 | A61P03502,GB200419159D0,1,1,Yes,Application,No
433,WO2006022759,A1,COMPRESSED COMPOSITE DELIVERY SYSTEM FOR RELEASE-RATE MODULATION OF BIOACTIVES,US20040903267,United States,2004-07-30T00:00:00Z,2004,2004-10-06T00:00:00Z,2006-03-02T00:00:00Z,2006,"SCOLR PHARMA, INC.",FASSIHI REZA   US  | PILLAY VINESS   ZA,A61K00924 | A61K00920 | A61K00922,JP2008508270T  | CA2574981A1 | AU2004322707A1 | US2006024368A1 | EP1778199A1,6,6,Yes,Application,No
434,WO2006023400,A2,CHEMICAL COMPOUNDS,US20040601928P ,United States,2004-08-16T00:00:00Z,2004,2005-08-12T00:00:00Z,2006-03-02T00:00:00Z,2006,GSK LLC,GUDMUNDSSON KRISTJAN    US  | SEBAHAR PAUL RICHARD    US  | RICHARDSON LEAH D AURORA    US,C07D40302,EP1789045A2 | NO20071161A  | IL181160D0 | AU2005277638A1 | RU2007105823A  | ZA200701282A  | KR20070042568A  | PE06462006A1 | US2008045537A1 | WO2006023400A3 | BRPI0514438A  | CN101039672A  | JP2008510006T  | AR050522A1 | MX2007001958A  | CA2577100A1 | RU2350604C2,16,16,Yes,Grant,Yes
435,WO2006026703,A2,CHEMICAL COMPOUNDS,US20040606742P ,United States,2004-09-02T00:00:00Z,2004,2005-08-28T00:00:00Z,2006-03-09T00:00:00Z,2006,GSK LLC,GUDMUNDSSON KRISTJAN    US  | BOGGS SHARON DAVIS    US,C07D40102,WO2006026703A3 | RU2007106779A  | MX2007002615A  | EP1799671A2 | AU2005279835A1 | AR051565A1 | PE06562006A1 | MX2007002679A  | IL181419D0 | PE07122006A1 | ZA200701827A  | KR20070053313A  | CN101052399A  | NO20071366A  | EP1784185A2 | KR20070049682A  | JP2008511669T  | RU2351592C2 | US2007232615A1 | WO2006028896A2 | NO20071418A  | AR050302A1 | CN101052635A  | RU2352567C2 | RU2007106780A  | CA2579059A1 | ZA200701829A  | AU2005282753A1 | JP2008511668T  | CA2578746A1 | EP1799671A4 | WO2006026703A8 | BRPI0514881A  | US2007254910A1 | EP1784185A4 | WO2006028896A3,30,16,Yes,Grant,Yes
436,WO2006026924,A1,THE USE OF GINSENOSIDE IN THE TREATMENT OF AIDS,CN20041074307,China,2004-09-08T00:00:00Z,2004,2005-09-08T00:00:00Z,2006-03-16T00:00:00Z,2006,LI ZELIN | ZENG YUE | ZENG YI | ZENG XIN,LI ZELIN    CN  | ZENG YUE    CN  | ZENG YI    CN  | ZENG XIN    CN,A61K031704 | A61K03578 | A61P03118,CN100411623C  | US2008318876A1 | KR20070110250A  | JP2008512400T  | CN1745756A ,5,5,Yes,Grant,Yes
437,WO2006027711,A2,PRODRUGS CONTAINING NOVEL BIO-CLEAVABLE LINKERS,US20040604632P,United States,2004-08-26T00:00:00Z,2004,2005-08-26T00:00:00Z,2006-03-16T00:00:00Z,2006,PIRAMAL LIFE SCIENCES LIMITED,SATYAM APPARAO    IN,A61K04748,RU2007110846A  | AU2005281359A1 | KR20070053214A  | AT478685T  | ZA200701332A  | CA2577490A1 | BRPI0515218A  | DE602005023185D1 | EP2266623A2 | MX2007002210A  | EP1789091B1 | AR054181A1 | EP2269657A2 | US2006046967A1 | EP2266622A2 | IL181504D0 | EP2266625A2 | JP2008510795T  | EP1789091A2 | EP2075011A2 | WO2006027711A3 | US2006205674A2 | CN101039701A ,20,15,Yes,Grant,Yes
438,WO2006028229,A1,BENZONAPHTHACENEGLYCOSIDE DERIVATIVE AND USE THEREOF,JP20040258886,Japan,2004-09-06T00:00:00Z,2004,2005-09-05T00:00:00Z,2006-03-16T00:00:00Z,2006,FUJIFILM CORPORATION,OKI TOSHIKAZU    JP  | IGARASHI YASUHIRO    JP  | FURUMAI TAMOTSU    JP,C07H015252,EP1810976A1 | US2008027144A1 | US7732582B2 | AU2005280911A1 | CA2579315A1 | CN101048422A  | CN101048422B  | EP1810976A4,6,6,Yes,Grant,Yes
439,WO2006030297,A1,"TASTE MASKED GRANULES COMPRISING CLARITHROMYCIN, HYDROCOLLOIDS AND A COATING",IN2004DE01768,India,2004-09-17T00:00:00Z,2004,2005-09-15T00:00:00Z,2006-03-23T00:00:00Z,2006,RANBAXY LABORATORIES LIMITED,MATHUR RAJEEV SHANKER   IN  | MEHTA KAMAL   IN  | PRABAGARAN CHANDRASEKARAN   IN,A61K00916 | A61P03104,WO2006030297B1,1,1,Yes,Application,No
440,WO2006031825,A2,HUMANIZED ANTIBODIES AGAINST WEST NILE VIRUS AND THERAPEUTIC AND PROPHYLACTIC USES THEREOF,US20040609766P,United States,2004-09-13T00:00:00Z,2004,2005-09-13T00:00:00Z,2006-03-23T00:00:00Z,2006,"MACROGENICS, INC.",JOHNSON LESLIE S   US  | HUANG LING   US,A61K03942 | C07K01608,MX2007002883A  | US2009324593A1 | US2006057149A1 | WO2006031825A3 | US7572456B2 | IL181477D0 | CA2579142A1,5,4,Yes,Grant,Yes
441,WO2006034001,A2,METHODS OF TREATING HIV INFECTION,US20040610343P,United States,2004-09-16T00:00:00Z,2004,2005-09-16T00:00:00Z,2006-03-30T00:00:00Z,2006,BRISTOL MYERS SQUIBB PHARMA CO,KRYSTAL MARK    US  | DEMINIE CAROL A    US  | BOLLINI SAGARIKA    US  | TERRY BRIAN J    US,A61K031551 | A61K031522 | A61K031513 | A61K031195,US2006058286A1 | WO2006034001A3,2,2,Yes,Application,No
442,WO2006034643,A1,"A TRADITIONAL CHINESE MEDICINE COMPOSITION WITH ANTI-HIV ACTIVITY, PREPARATION, AND USE THEREOF",CN20041080516,China,2004-09-30T00:00:00Z,2004,2005-09-27T00:00:00Z,2006-04-06T00:00:00Z,2006,BEIJING CENTURY HEALTH MEDICAL & PHARMACEUTICAL DEVELOPMENT LTD,LI ZELIN    CN  | ZENG YUE    CN  | ZENG YI    CN  | ZENG XIN    CN,A61K03578 | A61P03118,KR20070074557A  | JP2008514654T  | ZA200702619A  | US2009011052A1 | CN1754559A  | CN100581565C ,6,6,Yes,Grant,Yes
443,WO2006035418,A2,COMBINATION PRODUCTS,US20040612784P | US20040612785P | US20040612786P,United States,2004-09-27T00:00:00Z,2004,2005-09-27T00:00:00Z,2006-04-06T00:00:00Z,2006,SIGMOID PHARMA LIMITED,MOODLEY JOEY    IE  | COULTER IVAN    IE,A61K00950 | A61K0314422,CA2581775A1 | WO2006035416A2 | EP1802287A2 | US2008113031A1 | EP2153824A1 | CA2581764A1 | US2008020018A1 | WO2006035417A3 | AT413165T  | WO2006035417A2 | WO2006035418A3 | CA2581816A1 | US2007292523A1 | EP1814530A2 | EP2156826A1 | EP1811979A2 | EP1811979B1 | WO2006035416A3 | DE602005010899D1,16,5,Yes,Grant,Yes
444,WO2006036816,A2,CHEMCIAL COMPOUNDS,US20040612844P,United States,2004-09-24T00:00:00Z,2004,2005-09-23T00:00:00Z,2006-04-06T00:00:00Z,2006,GSK LLC,GUDMUNDSSON KRISTJAN    US  | BOGGS SHARON DAVIS    US,A61K031445,EP1793825A2 | WO2006036816A3 | EP1793825A4 | US2008171740A1 | JP2008514622T ,4,4,Yes,Application,No
445,WO2006037335,A2,USE OF COMPOUNDS FOR THE PREVENTION OF DRUG-INDUCED CELL TOXICITY,DK20040001529,Denmark,2004-10-06T00:00:00Z,2004,2005-10-05T00:00:00Z,2006-04-13T00:00:00Z,2006,RECEPTICON APS,NYKJAER ANDERS    DK,A61P04300 | A61K031435 | A61K03114 | A61K031137 | A61K031132 | A61K0314035 | A61K03115 | A61K031444 | A61K031439 | A61K031155 | A61K031495 | A61K031351,CN101076372A  | EP1809381A2 | WO2006037335A3 | US2009110720A1 | JP2008515821T  | CA2581489A1,6,6,Yes,Application,No
446,WO2006037418,A1,PHARMACEUTICAL COMBINATION COMPRISING DESOXYPEGANINE AND CYP2D6 INHIBITORS,DE200410048927,Germany,2004-10-06T00:00:00Z,2004,2005-09-08T00:00:00Z,2006-04-13T00:00:00Z,2006,LTS LOHMANN THERAPIE-SYSTEME AG,HOFFMANN HANS-RAINER   DE  | MATUSCH RUDOLF   DE,A61K04506 | A61P02530,DE102004048927A1,2,2,Yes,Application,No
447,WO2006037827,A1,"SOLID PHARMACEUTICAL COMPOSITION COMPRISING THE THIAZOLYL METHYL ESTER OF [5S-(5R*,8R*,10R*,11R*)]-10-HYDROXY-2-METHYL-5-(1-METHYLETHYL)-1-[2-1(1-M ETHYLETHYL)-4-THIAZOLYL]-3,6-DIOXO-8,11-BIS(PHENYLMETHYL)-2,4,7,12-TETRAA ZATRIDECAN-13-OIC ACID AND PRE",AR2004P103504,Argentina,2004-09-28T00:00:00Z,2004,2005-09-28T00:00:00Z,2006-04-13T00:00:00Z,2006,COLL FARMA S.L,ZINI ELVIRA BEATRIZ    AR  | RODRIGUEZ FERNANDO JAVIER    AR  | PAGANITTS CECILIA    AR,A61K031426 | A61K04704,EP1800681A1 | BRPI0515293A  | MX2007003431A  | AR045841A1,5,5,Yes,Application,No
448,WO2006039356,A2,SUBSTITUTED N-ARYL-9-OXO-9H-FLUORENE-1-CARBOXAMIDES AND ANALOGS AS ACTIVATOR OF CASPASES AND INDUCERS OF APOPTOSIS,US20040613817P,United States,2004-09-29T00:00:00Z,2004,2005-09-29T00:00:00Z,2006-04-13T00:00:00Z,2006,CYTOVIA INC,KEMNITZER WILLIAM E    US  | CAI SUI XIONG    US  | DREWE JOHN A    US  | SIRISOMA NILANTHA SUDATH    US,A61K031165,WO2006039356A8 | US2008096848A1 | EP1804786A2 | EP1804786A4 | WO2006039356A3,3,3,Yes,Application,No
449,WO2006039488,A2,HCV NS3-NS4A PROTEASE INHIBITION,US20040615412P,United States,2004-10-01T00:00:00Z,2004,2005-09-30T00:00:00Z,2006-04-13T00:00:00Z,2006,VERTEX PHARMA,LIN CHAO    US  | TAYLOR WILLIAM P    US,A61K03805,KR20070061570A  | AU2005291918A1 | EP1804821A4 | SG155967A1 | US2011059886A1 | EP1804821A2 | NZ554351A  | CA2583472A1 | WO2006039488A3 | ZA200703484A  | NO20072286A  | CN101072575A  | IL182339D0 | MX2007003812A  | BRPI0516825A  | US2008267915A1 | JP2008514723T ,15,14,Yes,Application,No
450,WO2006041538,A2,A MIXTURE FOR TRANSDERMAL DELIVERY OF LOW AND HIGH MOLECULAR WEIGHT COMPOUNDS,US19980092061P,United States,1998-07-08T00:00:00Z,1998,2005-05-25T00:00:00Z,2006-04-20T00:00:00Z,2006,"ORYXE ENERGY INTERNATIONAL, INC.",JORDAN FREDERICK    US  | DOLBEAR GEOFF E    US,A61K00970,EP1765310A2 | US2006193901A1 | US7201919B2 | US6759056B2 | AU2005294805A1 | CA2566354A1 | US2006188531A1 | WO200002601A2 | US7316820B2 | WO2005039464A1 | US2008064640A1 | US7300666B2 | AU5093199A  | US2004170676A1 | WO2006041538A3 | US2006188532A1 | AU2004283067A1 | EP1684681A1 | MXPA06003887A  | US2005019384A1 | US2003064093A1 | US6946144B1 | US7220427B2 | US2008154210A1 | CN1874740A  | WO200002601A3 | JP2007508297T  | CA2540539A1,22,8,Yes,Grant,Yes
451,WO2006041900,A2,"SUBSTITUTED N-ARYL-1H-PYRAZOLO[3,4-b]QUINOLIN-4-AMINES AND ANALOGS AS ACTIVATORS OF CASPASES AND INDUCERS OF APOPTOSIS",US20040616539P,United States,2004-10-07T00:00:00Z,2004,2005-10-06T00:00:00Z,2006-04-20T00:00:00Z,2006,CYTOVIA INC,ZHANG HAN-ZHONG    US  | CAI SUI XIONG    US  | DREWE JOHN A    US,A61K0314745 | C07D47102,WO2006041900A8 | AU2005294430A1 | US2007253957A1 | WO2006041900A3 | EP1807426A2,4,4,Yes,Application,No
452,WO2006044968,A2,COMBINATION THERAPY FOR TREATING VIRAL INFECTIONS,US20040620023P,United States,2004-10-19T00:00:00Z,2004,2005-10-18T00:00:00Z,2006-04-27T00:00:00Z,2006,ACHILLION PHARMACEUTICALS INC,POTTAGE JOHN    US,A61K03170 | A61K03155 | A61K031535 | A61P03114 | A61P03118,CA2584670A1 | EP2266579A1 | WO2006044968A3 | US2006084628A1 | EP1802315A2,5,4,Yes,Application,No
453,WO2006046134,A2,METHOD OF SCREENING BY USING CONFORMATION SENSITIVE PEPTIDES,EP20040292224,European Patent Office,2004-09-16T00:00:00Z,2004,2005-09-16T00:00:00Z,2006-05-04T00:00:00Z,2006,VIVALIS,MEHTALI MAJID    FR,G01N03368 | G01N033566 | C07K01416,EP1637885A1 | WO2006046134A3 | US2008076669A1 | EP1789799A2,4,3,Yes,Application,No
454,WO2006050165,A2,METHODS AND COMPOSITIONS FOR REDUCING NEURODEGENERATION IN AMYOTROPHIC LATERAL SCLEROSIS,US20040624100P,United States,2004-11-01T00:00:00Z,2004,2005-10-31T00:00:00Z,2006-05-11T00:00:00Z,2006,YOO SEO HONG,YOO SEO HONG    US,A61K031575 | A61K04736 | A61K00900 | A61P02516 | A61P02528,JP2008518935T  | KR20070089926A  | AU2005302452B2 | AT491456T  | IL182805D0 | CN101048164A  | DE602005025391D1 | EP1814558A2 | EP2255812A1 | CA2585471A1 | US2006142241A1 | AU2005302452A1 | WO2006050165A3 | EP1814558B1,11,10,Yes,Grant,Yes
455,WO2006050930,A2,CONJUGATE MOLECULE COMPOUNDS WITH ENHANCED CELL UPTAKE ACTIVITY,EP20040026934,European Patent Office,2004-11-12T00:00:00Z,2004,2005-11-09T00:00:00Z,2006-05-18T00:00:00Z,2006,"XIGEN S.A,",BONNY CHRISTOPHE    CH  | COQUOZ DIDIER    CH  | CHEN JIANHUA    CN,A61K04748 | A61P03500 | A61P03118 | C07K00706,WO2006050930A3 | IL182760D0 | BRPI0517843A  | US2010256041A1 | AR051765A1 | JP2008519785T  | AU2005303949A1 | EP1656951A1 | EA200700976A1 | CN101072589A  | EP1809334A2 | CA2585421A1,11,10,Yes,Application,No
456,WO2006052452,A1,NON-GELATIN SOFT CAPSULE SYSTEM,US20040984205,United States,2004-11-08T00:00:00Z,2004,2005-10-26T00:00:00Z,2006-05-18T00:00:00Z,2006,CATALENT PHARMA SOLUTIONS,SHELLEY RICKEY S    US  | STROUD NORMAN    US  | YOUNGBLOOD ELIZABETH    US  | TANNER KEITH    US,A61K00948 | A61K00966,EP1809261A4 | UY29200A1 | BRPI0517674A  | JP2008519075T  | AR051237A1 | US2006099246A1 | CA2585721A1 | EP1809261A1 | EP2289496A3 | MX2007005403A  | PE11362006A1 | AU2005305232A1 | AU2005305232B2 | EP2289496A2,12,11,Yes,Application,No
457,WO2006053255,A2,"NOVEL BETULIN DERIVATIVES, PREPARATION THEREOF AND USE THEREOF",US20040626886P,United States,2004-11-12T00:00:00Z,2004,2005-11-14T00:00:00Z,2006-05-18T00:00:00Z,2006,"MYREXIS, INC.",ROBINSON GARY N    US  | WILD CARL T    US  | ASHTON MARK    GB  | THOMAS RUSSELL    IT  | MONTALBETTI CHRISTIAN    GB  | COULTER THOMAS STEPHEN    GB  | MAGARACI FILIPPO    GB  | TOWNSEND ROBERT JAMES    GB  | NITZ THEODORE JOHN    US,A61K03166 | C07J05100 | A61K03158 | C07J05300,JP2008519857T  | CN101142227A  | NO20072978A  | ZA200704806A  | EP1828223A2 | MX2007005694A  | WO2006053255A3 | US2006205697A1 | KR20070101851A  | AR051768A1 | EP1828223A4 | IL183102D0 | AU2005304323A1 | CA2587498A1 | BRPI0517343A ,13,13,Yes,Application,No
