type,office,office_code,origin,technology_original,technology_number,technology,year,records
Income,Lower middle-income,W3,Resident,16 - Pharmaceuticals,16,Pharmaceuticals,1998,4
Income,Lower middle-income,W3,Resident,18 - Food chemistry,18,Food chemistry,1998,6
Income,Lower middle-income,W3,Resident,"20 - Materials, metallurgy",20,"Materials, metallurgy",1998,2
Income,Lower middle-income,W3,Resident,"21 - Surface technology, coating",21,"Surface technology, coating",1998,1
Income,Lower middle-income,W3,Resident,23 - Chemical engineering,23,Chemical engineering,1998,4
Income,Lower middle-income,W3,Resident,24 - Environmental technology,24,Environmental technology,1998,2
Income,Lower middle-income,W3,Resident,25 - Handling,25,Handling,1998,2
Income,Lower middle-income,W3,Resident,26 - Machine tools,26,Machine tools,1998,2
Income,Lower middle-income,W3,Resident,"27 - Engines, pumps, turbines",27,"Engines, pumps, turbines",1998,1
Income,Lower middle-income,W3,Resident,28 - Textile and paper machines,28,Textile and paper machines,1998,1
Income,Lower middle-income,W3,Resident,29 - Other special machines,29,Other special machines,1998,3
Income,Lower middle-income,W3,Resident,30 - Thermal processes and apparatus,30,Thermal processes and apparatus,1998,2
Income,Lower middle-income,W3,Resident,31 - Mechanical elements,31,Mechanical elements,1998,8
Income,Lower middle-income,W3,Resident,32 - Transport,32,Transport,1998,7
Income,Lower middle-income,W3,Resident,"33 - Furniture, games",33,"Furniture, games",1998,8
Income,Lower middle-income,W3,Resident,34 - Other consumer goods,34,Other consumer goods,1998,6
Income,Lower middle-income,W3,Resident,35 - Civil engineering,35,Civil engineering,1998,6
Income,Lower middle-income,W3,Non-Resident,0 - Unknown,0,Unknown,1998,5
Income,Lower middle-income,W3,Non-Resident,"1 - Electrical machinery, apparatus, energy",1,"Electrical machinery, apparatus, energy",1998,19
Income,Lower middle-income,W3,Non-Resident,2 - Audio-visual technology,2,Audio-visual technology,1998,10
Income,Lower middle-income,W3,Non-Resident,3 - Telecommunications,3,Telecommunications,1998,13
Income,Lower middle-income,W3,Non-Resident,4 - Digital communication,4,Digital communication,1998,5
Income,Lower middle-income,W3,Non-Resident,5 - Basic communication processes,5,Basic communication processes,1998,3
Income,Lower middle-income,W3,Non-Resident,6 - Computer technology,6,Computer technology,1998,7
Income,Lower middle-income,W3,Non-Resident,7 - IT methods for management,7,IT methods for management,1998,1
Income,Lower middle-income,W3,Non-Resident,8 - Semiconductors,8,Semiconductors,1998,2
Income,Lower middle-income,W3,Non-Resident,9 - Optics,9,Optics,1998,4
Income,Lower middle-income,W3,Non-Resident,10 - Measurement,10,Measurement,1998,10
Income,Lower middle-income,W3,Non-Resident,11 - Analysis of biological materials,11,Analysis of biological materials,1998,1
Income,Lower middle-income,W3,Non-Resident,12 - Control,12,Control,1998,2
Income,Lower middle-income,W3,Non-Resident,13 - Medical technology,13,Medical technology,1998,48
Income,Lower middle-income,W3,Non-Resident,14 - Organic fine chemistry,14,Organic fine chemistry,1998,181
Income,Lower middle-income,W3,Non-Resident,15 - Biotechnology,15,Biotechnology,1998,32
Income,Lower middle-income,W3,Non-Resident,16 - Pharmaceuticals,16,Pharmaceuticals,1998,184
Income,Lower middle-income,W3,Non-Resident,"17 - Macromolecular chemistry, polymers",17,"Macromolecular chemistry, polymers",1998,24
Income,Lower middle-income,W3,Non-Resident,18 - Food chemistry,18,Food chemistry,1998,44
Income,Lower middle-income,W3,Non-Resident,19 - Basic materials chemistry,19,Basic materials chemistry,1998,100
Income,Lower middle-income,W3,Non-Resident,"20 - Materials, metallurgy",20,"Materials, metallurgy",1998,24
Income,Lower middle-income,W3,Non-Resident,"21 - Surface technology, coating",21,"Surface technology, coating",1998,18
Income,Lower middle-income,W3,Non-Resident,22 - Micro-structural and nano-technology,22,Micro-structural and nano-technology,1998,1
Income,Lower middle-income,W3,Non-Resident,23 - Chemical engineering,23,Chemical engineering,1998,32
Income,Lower middle-income,W3,Non-Resident,24 - Environmental technology,24,Environmental technology,1998,10
Income,Lower middle-income,W3,Non-Resident,25 - Handling,25,Handling,1998,30
Income,Lower middle-income,W3,Non-Resident,26 - Machine tools,26,Machine tools,1998,6
Income,Lower middle-income,W3,Non-Resident,"27 - Engines, pumps, turbines",27,"Engines, pumps, turbines",1998,13
Income,Lower middle-income,W3,Non-Resident,28 - Textile and paper machines,28,Textile and paper machines,1998,20
Income,Lower middle-income,W3,Non-Resident,29 - Other special machines,29,Other special machines,1998,37
Income,Lower middle-income,W3,Non-Resident,30 - Thermal processes and apparatus,30,Thermal processes and apparatus,1998,4
Income,Lower middle-income,W3,Non-Resident,31 - Mechanical elements,31,Mechanical elements,1998,7
Income,Lower middle-income,W3,Non-Resident,32 - Transport,32,Transport,1998,13
Income,Lower middle-income,W3,Non-Resident,"33 - Furniture, games",33,"Furniture, games",1998,14
Income,Lower middle-income,W3,Non-Resident,34 - Other consumer goods,34,Other consumer goods,1998,22
Income,Lower middle-income,W3,Non-Resident,35 - Civil engineering,35,Civil engineering,1998,24
Income,Low-income,W4,Resident,0 - Unknown,0,Unknown,1998,3
Income,Low-income,W4,Resident,10 - Measurement,10,Measurement,1998,2
Income,Low-income,W4,Resident,14 - Organic fine chemistry,14,Organic fine chemistry,1998,1
Income,Low-income,W4,Resident,16 - Pharmaceuticals,16,Pharmaceuticals,1998,3
Income,Low-income,W4,Resident,"17 - Macromolecular chemistry, polymers",17,"Macromolecular chemistry, polymers",1998,1
Income,Low-income,W4,Resident,18 - Food chemistry,18,Food chemistry,1998,1
Income,Low-income,W4,Resident,"20 - Materials, metallurgy",20,"Materials, metallurgy",1998,2
Income,Low-income,W4,Resident,23 - Chemical engineering,23,Chemical engineering,1998,1
Income,Low-income,W4,Resident,29 - Other special machines,29,Other special machines,1998,1
Income,Low-income,W4,Non-Resident,"1 - Electrical machinery, apparatus, energy",1,"Electrical machinery, apparatus, energy",1998,3
Income,Low-income,W4,Non-Resident,3 - Telecommunications,3,Telecommunications,1998,3
Income,Low-income,W4,Non-Resident,4 - Digital communication,4,Digital communication,1998,2
Income,Low-income,W4,Non-Resident,5 - Basic communication processes,5,Basic communication processes,1998,1
Income,Low-income,W4,Non-Resident,7 - IT methods for management,7,IT methods for management,1998,1
Income,Low-income,W4,Non-Resident,10 - Measurement,10,Measurement,1998,1
Income,Low-income,W4,Non-Resident,12 - Control,12,Control,1998,2
Income,Low-income,W4,Non-Resident,13 - Medical technology,13,Medical technology,1998,5
Income,Low-income,W4,Non-Resident,14 - Organic fine chemistry,14,Organic fine chemistry,1998,18
Income,Low-income,W4,Non-Resident,15 - Biotechnology,15,Biotechnology,1998,8
Income,Low-income,W4,Non-Resident,16 - Pharmaceuticals,16,Pharmaceuticals,1998,29
Income,Low-income,W4,Non-Resident,18 - Food chemistry,18,Food chemistry,1998,6
Income,Low-income,W4,Non-Resident,19 - Basic materials chemistry,19,Basic materials chemistry,1998,9
Income,Low-income,W4,Non-Resident,"20 - Materials, metallurgy",20,"Materials, metallurgy",1998,2
Income,Low-income,W4,Non-Resident,"21 - Surface technology, coating",21,"Surface technology, coating",1998,2
Income,Low-income,W4,Non-Resident,23 - Chemical engineering,23,Chemical engineering,1998,1
Income,Low-income,W4,Non-Resident,24 - Environmental technology,24,Environmental technology,1998,2
Income,Low-income,W4,Non-Resident,25 - Handling,25,Handling,1998,6
Income,Low-income,W4,Non-Resident,"27 - Engines, pumps, turbines",27,"Engines, pumps, turbines",1998,1
Income,Low-income,W4,Non-Resident,28 - Textile and paper machines,28,Textile and paper machines,1998,4
Income,Low-income,W4,Non-Resident,29 - Other special machines,29,Other special machines,1998,4
Income,Low-income,W4,Non-Resident,30 - Thermal processes and apparatus,30,Thermal processes and apparatus,1998,2
Income,Low-income,W4,Non-Resident,31 - Mechanical elements,31,Mechanical elements,1998,1
Income,Low-income,W4,Non-Resident,32 - Transport,32,Transport,1998,3
Income,Low-income,W4,Non-Resident,"33 - Furniture, games",33,"Furniture, games",1998,1
Income,Low-income,W4,Non-Resident,34 - Other consumer goods,34,Other consumer goods,1998,4
Income,Low-income,W4,Non-Resident,35 - Civil engineering,35,Civil engineering,1998,6
Income,Upper middle-income,W2,Resident,0 - Unknown,0,Unknown,1998,467
Income,Upper middle-income,W2,Resident,"1 - Electrical machinery, apparatus, energy",1,"Electrical machinery, apparatus, energy",1998,134
Income,Upper middle-income,W2,Resident,2 - Audio-visual technology,2,Audio-visual technology,1998,28
Income,Upper middle-income,W2,Resident,3 - Telecommunications,3,Telecommunications,1998,24
Income,Upper middle-income,W2,Resident,4 - Digital communication,4,Digital communication,1998,1
Income,Upper middle-income,W2,Resident,5 - Basic communication processes,5,Basic communication processes,1998,11
Income,Upper middle-income,W2,Resident,6 - Computer technology,6,Computer technology,1998,21
Income,Upper middle-income,W2,Resident,8 - Semiconductors,8,Semiconductors,1998,18
Income,Upper middle-income,W2,Resident,9 - Optics,9,Optics,1998,21
Income,Upper middle-income,W2,Resident,10 - Measurement,10,Measurement,1998,155
Income,Upper middle-income,W2,Resident,11 - Analysis of biological materials,11,Analysis of biological materials,1998,11
Income,Upper middle-income,W2,Resident,12 - Control,12,Control,1998,36
Income,Upper middle-income,W2,Resident,13 - Medical technology,13,Medical technology,1998,135
Income,Upper middle-income,W2,Resident,14 - Organic fine chemistry,14,Organic fine chemistry,1998,170
Income,Upper middle-income,W2,Resident,15 - Biotechnology,15,Biotechnology,1998,43
Income,Upper middle-income,W2,Resident,16 - Pharmaceuticals,16,Pharmaceuticals,1998,118
Income,Upper middle-income,W2,Resident,"17 - Macromolecular chemistry, polymers",17,"Macromolecular chemistry, polymers",1998,83
Income,Upper middle-income,W2,Resident,18 - Food chemistry,18,Food chemistry,1998,240
Income,Upper middle-income,W2,Resident,19 - Basic materials chemistry,19,Basic materials chemistry,1998,321
Income,Upper middle-income,W2,Resident,"20 - Materials, metallurgy",20,"Materials, metallurgy",1998,338
Income,Upper middle-income,W2,Resident,"21 - Surface technology, coating",21,"Surface technology, coating",1998,85
Income,Upper middle-income,W2,Resident,23 - Chemical engineering,23,Chemical engineering,1998,131
Income,Upper middle-income,W2,Resident,24 - Environmental technology,24,Environmental technology,1998,61
Income,Upper middle-income,W2,Resident,25 - Handling,25,Handling,1998,48
Income,Upper middle-income,W2,Resident,26 - Machine tools,26,Machine tools,1998,117
Income,Upper middle-income,W2,Resident,"27 - Engines, pumps, turbines",27,"Engines, pumps, turbines",1998,74
Income,Upper middle-income,W2,Resident,28 - Textile and paper machines,28,Textile and paper machines,1998,82
Income,Upper middle-income,W2,Resident,29 - Other special machines,29,Other special machines,1998,150
Income,Upper middle-income,W2,Resident,30 - Thermal processes and apparatus,30,Thermal processes and apparatus,1998,56
Income,Upper middle-income,W2,Resident,31 - Mechanical elements,31,Mechanical elements,1998,86
Income,Upper middle-income,W2,Resident,32 - Transport,32,Transport,1998,75
Income,Upper middle-income,W2,Resident,"33 - Furniture, games",33,"Furniture, games",1998,53
Income,Upper middle-income,W2,Resident,34 - Other consumer goods,34,Other consumer goods,1998,59
Income,Upper middle-income,W2,Resident,35 - Civil engineering,35,Civil engineering,1998,149
Income,Upper middle-income,W2,Non-Resident,0 - Unknown,0,Unknown,1998,1358
Income,Upper middle-income,W2,Non-Resident,"1 - Electrical machinery, apparatus, energy",1,"Electrical machinery, apparatus, energy",1998,475
Income,Upper middle-income,W2,Non-Resident,2 - Audio-visual technology,2,Audio-visual technology,1998,217
Income,Upper middle-income,W2,Non-Resident,3 - Telecommunications,3,Telecommunications,1998,161
Income,Upper middle-income,W2,Non-Resident,4 - Digital communication,4,Digital communication,1998,99
Income,Upper middle-income,W2,Non-Resident,5 - Basic communication processes,5,Basic communication processes,1998,32
Income,Upper middle-income,W2,Non-Resident,6 - Computer technology,6,Computer technology,1998,140
Income,Upper middle-income,W2,Non-Resident,7 - IT methods for management,7,IT methods for management,1998,22
Income,Upper middle-income,W2,Non-Resident,8 - Semiconductors,8,Semiconductors,1998,51
Income,Upper middle-income,W2,Non-Resident,9 - Optics,9,Optics,1998,147
Income,Upper middle-income,W2,Non-Resident,10 - Measurement,10,Measurement,1998,176
Income,Upper middle-income,W2,Non-Resident,11 - Analysis of biological materials,11,Analysis of biological materials,1998,64
Income,Upper middle-income,W2,Non-Resident,12 - Control,12,Control,1998,127
Income,Upper middle-income,W2,Non-Resident,13 - Medical technology,13,Medical technology,1998,397
Income,Upper middle-income,W2,Non-Resident,14 - Organic fine chemistry,14,Organic fine chemistry,1998,1336
Income,Upper middle-income,W2,Non-Resident,15 - Biotechnology,15,Biotechnology,1998,364
Income,Upper middle-income,W2,Non-Resident,16 - Pharmaceuticals,16,Pharmaceuticals,1998,1142
Income,Upper middle-income,W2,Non-Resident,"17 - Macromolecular chemistry, polymers",17,"Macromolecular chemistry, polymers",1998,374
Income,Upper middle-income,W2,Non-Resident,18 - Food chemistry,18,Food chemistry,1998,215
Income,Upper middle-income,W2,Non-Resident,19 - Basic materials chemistry,19,Basic materials chemistry,1998,807
Income,Upper middle-income,W2,Non-Resident,"20 - Materials, metallurgy",20,"Materials, metallurgy",1998,435
Income,Upper middle-income,W2,Non-Resident,"21 - Surface technology, coating",21,"Surface technology, coating",1998,218
Income,Upper middle-income,W2,Non-Resident,22 - Micro-structural and nano-technology,22,Micro-structural and nano-technology,1998,5
Income,Upper middle-income,W2,Non-Resident,23 - Chemical engineering,23,Chemical engineering,1998,450
Income,Upper middle-income,W2,Non-Resident,24 - Environmental technology,24,Environmental technology,1998,154
Income,Upper middle-income,W2,Non-Resident,25 - Handling,25,Handling,1998,388
Income,Upper middle-income,W2,Non-Resident,26 - Machine tools,26,Machine tools,1998,201
Income,Upper middle-income,W2,Non-Resident,"27 - Engines, pumps, turbines",27,"Engines, pumps, turbines",1998,135
Income,Upper middle-income,W2,Non-Resident,28 - Textile and paper machines,28,Textile and paper machines,1998,325
Income,Upper middle-income,W2,Non-Resident,29 - Other special machines,29,Other special machines,1998,404
Income,Upper middle-income,W2,Non-Resident,30 - Thermal processes and apparatus,30,Thermal processes and apparatus,1998,137
